,city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$),total (R$)
7493,São Paulo,58.0,2.0,1.0,1.0,3,acept,not furnished,100.0,1200.0,0.0,16.0,1316.0
7494,São Paulo,,4.0,4.0,4.0,-,acept,not furnished,0.0,6000.0,1042.0,91.0,7133.0
7495,São Paulo,205.0,4.0,4.0,6.0,5,acept,,2450.0,,959.0,35.0,6164.0
7496,,68.0,3.0,2.0,1.0,5,,furnished,960.0,1500.0,84.0,20.0,2564.0
7497,São Paulo,67.0,3.0,2.0,1.0,16,acept,not furnished,600.0,1700.0,180.0,22.0,2502.0
7498,Rio de Janeiro,40.0,1.0,1.0,0.0,12,acept,furnished,700.0,5000.0,72.0,65.0,5837.0
7499,São Paulo,62.0,3.0,1.0,1.0,10,acept,not furnished,750.0,1200.0,0.0,16.0,1966.0
7500,São Paulo,120.0,5.0,2.0,4.0,-,acept,not furnished,0.0,6500.0,,98.0,7278.0
7501,São Paulo,50.0,2.0,1.0,1.0,10,acept,not furnished,494.0,1400.0,0.0,18.0,1912.0
7502,,40.0,1.0,1.0,0.0,1,acept,not furnished,328.0,500.0,140.0,8.0,976.0
7503,São Paulo,22.0,1.0,1.0,0.0,-,not acept,not furnished,50.0,700.0,5.0,9.0,764.0
7504,São Paulo,110.0,3.0,3.0,1.0,10,acept,furnished,1280.0,4700.0,138.0,60.0,6178.0
7505,Rio de Janeiro,,2.0,1.0,1.0,14,acept,not furnished,1009.0,680.0,48.0,9.0,1746.0
7506,São Paulo,224.0,3.0,4.0,2.0,9,acept,not furnished,3300.0,6000.0,679.0,77.0,10060.0
7507,São Paulo,93.0,2.0,1.0,2.0,19,not acept,not furnished,1300.0,6800.0,460.0,87.0,
7508,São Paulo,45.0,1.0,1.0,,-,not acept,not furnished,0.0,1050.0,34.0,16.0,1100.0
7509,São Paulo,120.0,3.0,2.0,1.0,5,acept,not furnished,1700.0,2500.0,,32.0,4579.0
7510,Campinas,73.0,3.0,2.0,2.0,5,acept,furnished,762.0,2000.0,204.0,26.0,2992.0
7511,São Paulo,50.0,2.0,1.0,1.0,1,not acept,not furnished,520.0,1600.0,0.0,21.0,
7512,São Paulo,136.0,4.0,3.0,1.0,3,acept,,1800.0,4200.0,312.0,,6366.0
7513,São Paulo,235.0,3.0,,4.0,2,,furnished,1950.0,15000.0,1150.0,,18290.0
7514,Porto Alegre,110.0,3.0,3.0,0.0,1,acept,not furnished,400.0,3250.0,75.0,48.0,3773.0
7515,São Paulo,400.0,4.0,6.0,1.0,8,not acept,,3355.0,4000.0,2650.0,51.0,
7516,São Paulo,220.0,,3.0,3.0,-,acept,furnished,0.0,2800.0,250.0,43.0,3093.0
7517,Rio de Janeiro,82.0,2.0,2.0,1.0,5,acept,not furnished,,2000.0,102.0,26.0,2948.0
7518,São Paulo,100.0,3.0,3.0,2.0,1,acept,not furnished,1200.0,2800.0,384.0,36.0,4420.0
7519,São Paulo,250.0,4.0,4.0,4.0,15,,not furnished,2600.0,15000.0,1250.0,191.0,19040.0
7520,Belo Horizonte,90.0,2.0,3.0,1.0,,acept,not furnished,600.0,,280.0,51.0,4691.0
7521,São Paulo,47.0,,1.0,0.0,-,,not furnished,100.0,1000.0,76.0,,1189.0
7522,São Paulo,35.0,,1.0,,7,not acept,not furnished,411.0,1080.0,35.0,14.0,1540.0
7523,Rio de Janeiro,150.0,2.0,1.0,0.0,2,acept,not furnished,450.0,1500.0,180.0,20.0,2150.0
7524,São Paulo,69.0,2.0,,0.0,10,acept,furnished,1880.0,7540.0,380.0,96.0,9896.0
7525,Campinas,38.0,1.0,1.0,1.0,9,acept,not furnished,500.0,740.0,30.0,10.0,1280.0
7526,São Paulo,62.0,2.0,2.0,,4,acept,,720.0,,120.0,22.0,2582.0
7527,São Paulo,100.0,2.0,2.0,0.0,-,acept,not furnished,0.0,2500.0,220.0,38.0,2758.0
7528,São Paulo,300.0,3.0,5.0,3.0,9,acept,furnished,4000.0,,1250.0,,
7529,,160.0,3.0,3.0,1.0,1,acept,not furnished,2800.0,4500.0,450.0,58.0,7808.0
7530,Campinas,55.0,,1.0,1.0,7,not acept,not furnished,200.0,2000.0,9.0,26.0,2235.0
7531,São Paulo,61.0,2.0,1.0,1.0,11,,furnished,2065.0,3300.0,216.0,42.0,
7532,São Paulo,70.0,2.0,1.0,1.0,12,acept,not furnished,1400.0,3000.0,3000.0,39.0,7439.0
7533,Campinas,308.0,3.0,3.0,4.0,-,acept,not furnished,0.0,4700.0,673.0,71.0,5444.0
7534,Rio de Janeiro,230.0,3.0,,,8,acept,furnished,,,300.0,136.0,12740.0
7535,São Paulo,51.0,2.0,1.0,1.0,4,acept,,455.0,2500.0,23.0,32.0,3010.0
7536,São Paulo,58.0,2.0,2.0,1.0,3,acept,not furnished,,2300.0,250.0,30.0,2980.0
7537,São Paulo,,2.0,1.0,1.0,12,not acept,furnished,906.0,4250.0,217.0,54.0,5427.0
7538,,236.0,4.0,5.0,4.0,7,acept,not furnished,3500.0,10000.0,1834.0,127.0,15460.0
7539,São Paulo,86.0,2.0,2.0,2.0,4,acept,not furnished,622.0,1950.0,267.0,25.0,2864.0
7540,São Paulo,100.0,3.0,3.0,2.0,11,acept,furnished,1035.0,4062.0,,52.0,5299.0
7541,Porto Alegre,54.0,2.0,1.0,0.0,4,acept,,,1100.0,42.0,17.0,1419.0
7542,São Paulo,22.0,1.0,1.0,0.0,11,not acept,furnished,400.0,1956.0,50.0,25.0,
7543,São Paulo,600.0,3.0,2.0,2.0,-,acept,not furnished,0.0,,1000.0,113.0,8613.0
7544,Rio de Janeiro,68.0,2.0,2.0,0.0,1,acept,not furnished,851.0,1830.0,92.0,24.0,2797.0
7545,Belo Horizonte,55.0,1.0,1.0,0.0,-,acept,not furnished,0.0,895.0,0.0,15.0,910.0
7546,,36.0,1.0,1.0,0.0,6,acept,not furnished,300.0,1600.0,60.0,21.0,
7547,São Paulo,205.0,,,0.0,14,acept,not furnished,3050.0,9800.0,623.0,125.0,13600.0
7548,São Paulo,60.0,2.0,1.0,1.0,8,,not furnished,950.0,1980.0,0.0,26.0,2956.0
7549,São Paulo,171.0,4.0,,4.0,4,acept,,1900.0,8000.0,715.0,102.0,10720.0
7550,,100.0,2.0,1.0,1.0,-,acept,not furnished,0.0,1000.0,75.0,17.0,1092.0
7551,São Paulo,71.0,2.0,2.0,,,acept,not furnished,250.0,1830.0,153.0,24.0,2257.0
7552,São Paulo,69.0,2.0,1.0,1.0,5,acept,,550.0,1600.0,5.0,21.0,2176.0
7553,Rio de Janeiro,15.0,,1.0,0.0,-,acept,not furnished,50.0,700.0,,10.0,760.0
7554,São Paulo,90.0,3.0,3.0,1.0,11,acept,not furnished,1347.0,4650.0,241.0,59.0,6297.0
7555,Rio de Janeiro,80.0,2.0,2.0,0.0,4,acept,,800.0,4100.0,165.0,53.0,5118.0
7556,Rio de Janeiro,84.0,2.0,1.0,0.0,2,acept,not furnished,420.0,1700.0,85.0,22.0,2227.0
7557,São Paulo,834.0,5.0,5.0,7.0,-,not acept,not furnished,0.0,10500.0,3417.0,158.0,14080.0
7558,São Paulo,269.0,,3.0,4.0,8,acept,not furnished,2300.0,,0.0,64.0,7364.0
7559,Porto Alegre,,1.0,1.0,1.0,18,acept,furnished,600.0,3300.0,100.0,49.0,4049.0
7560,São Paulo,70.0,,2.0,3.0,,acept,furnished,813.0,2300.0,266.0,30.0,3409.0
7561,Porto Alegre,336.0,2.0,2.0,2.0,2,acept,furnished,4106.0,5556.0,591.0,82.0,10340.0
7562,Campinas,76.0,3.0,2.0,1.0,,acept,not furnished,547.0,,97.0,13.0,1607.0
7563,Rio de Janeiro,,3.0,3.0,1.0,4,acept,not furnished,1400.0,2190.0,14.0,,3633.0
7564,São Paulo,290.0,4.0,,2.0,6,acept,,3200.0,,584.0,99.0,11680.0
7565,São Paulo,200.0,4.0,3.0,3.0,6,acept,not furnished,2600.0,5000.0,1212.0,,8876.0
7566,São Paulo,130.0,2.0,2.0,0.0,6,acept,not furnished,1343.0,3974.0,71.0,51.0,5439.0
7567,São Paulo,70.0,3.0,2.0,1.0,3,acept,not furnished,1087.0,3700.0,38.0,47.0,4872.0
7568,São Paulo,22.0,1.0,1.0,0.0,6,not acept,furnished,380.0,6000.0,9.0,77.0,
7569,Rio de Janeiro,80.0,3.0,2.0,2.0,11,acept,not furnished,1412.0,1358.0,,18.0,3001.0
7570,São Paulo,50.0,1.0,1.0,1.0,3,acept,not furnished,455.0,1900.0,0.0,25.0,2380.0
7571,Belo Horizonte,120.0,3.0,4.0,3.0,8,acept,furnished,2077.0,,726.0,80.0,8883.0
7572,São Paulo,120.0,,,2.0,7,acept,not furnished,660.0,1470.0,12.0,19.0,2161.0
7573,Rio de Janeiro,90.0,3.0,2.0,0.0,3,acept,not furnished,1330.0,1300.0,120.0,17.0,2767.0
7574,Belo Horizonte,100.0,3.0,,2.0,6,acept,not furnished,1300.0,1600.0,210.0,13.0,3123.0
7575,São Paulo,98.0,4.0,4.0,2.0,23,acept,not furnished,930.0,2485.0,0.0,32.0,
7576,Porto Alegre,300.0,3.0,2.0,3.0,,acept,not furnished,0.0,2400.0,88.0,43.0,2531.0
7577,São Paulo,107.0,4.0,3.0,2.0,1,acept,not furnished,830.0,3560.0,225.0,46.0,
7578,,33.0,1.0,1.0,1.0,5,acept,furnished,613.0,3700.0,109.0,47.0,4469.0
7579,Belo Horizonte,250.0,4.0,3.0,4.0,2,acept,not furnished,2745.0,10000.0,1228.0,134.0,14110.0
7580,Belo Horizonte,65.0,,2.0,0.0,-,not acept,not furnished,200.0,800.0,50.0,11.0,
7581,São Paulo,150.0,3.0,3.0,2.0,3,acept,not furnished,2177.0,3700.0,567.0,,6491.0
7582,Belo Horizonte,97.0,2.0,1.0,,11,not acept,not furnished,561.0,1633.0,0.0,8.0,2202.0
7583,São Paulo,410.0,5.0,7.0,3.0,,acept,furnished,0.0,12000.0,750.0,181.0,12930.0
7584,São Paulo,52.0,1.0,,1.0,15,not acept,furnished,1218.0,,284.0,64.0,6566.0
7585,Rio de Janeiro,65.0,2.0,2.0,0.0,2,,furnished,720.0,1500.0,60.0,20.0,
7586,Belo Horizonte,250.0,4.0,4.0,6.0,7,acept,not furnished,300.0,8000.0,834.0,107.0,9241.0
7587,Belo Horizonte,256.0,4.0,3.0,2.0,-,acept,not furnished,0.0,11000.0,123.0,181.0,11300.0
7588,São Paulo,53.0,2.0,2.0,1.0,6,not acept,,400.0,1250.0,5.0,16.0,1671.0
7589,Rio de Janeiro,30.0,1.0,1.0,,-,not acept,not furnished,400.0,900.0,100.0,12.0,1412.0
7590,Rio de Janeiro,45.0,2.0,1.0,0.0,5,acept,not furnished,400.0,700.0,,10.0,1125.0
7591,Rio de Janeiro,44.0,2.0,1.0,0.0,4,acept,not furnished,385.0,2650.0,82.0,35.0,
7592,Belo Horizonte,506.0,4.0,5.0,0.0,-,acept,not furnished,0.0,8000.0,452.0,,8584.0
7593,Rio de Janeiro,190.0,4.0,3.0,1.0,4,acept,not furnished,1570.0,3500.0,506.0,46.0,
7594,,48.0,1.0,,0.0,1,not acept,not furnished,460.0,2500.0,82.0,32.0,
7595,São Paulo,162.0,3.0,3.0,,8,acept,not furnished,2150.0,7000.0,492.0,89.0,9731.0
7596,São Paulo,54.0,2.0,2.0,0.0,,acept,furnished,2009.0,5150.0,345.0,66.0,7570.0
7597,São Paulo,320.0,4.0,3.0,8.0,-,acept,not furnished,0.0,2150.0,,33.0,2633.0
7598,São Paulo,60.0,1.0,1.0,1.0,15,acept,furnished,1000.0,5500.0,,70.0,6770.0
7599,São Paulo,194.0,3.0,4.0,4.0,5,acept,not furnished,2600.0,12000.0,1667.0,153.0,16420.0
7600,Porto Alegre,54.0,1.0,1.0,1.0,4,not acept,not furnished,,1250.0,11.0,19.0,1530.0
7601,Rio de Janeiro,90.0,2.0,2.0,0.0,10,acept,furnished,1900.0,3500.0,,46.0,5701.0
7602,São Paulo,60.0,2.0,,,-,,not furnished,0.0,1080.0,,17.0,1191.0
7603,,40.0,1.0,1.0,1.0,1,not acept,furnished,1100.0,1600.0,,,2881.0
7604,Belo Horizonte,,4.0,4.0,3.0,10,acept,not furnished,2600.0,4700.0,496.0,63.0,7859.0
7605,Porto Alegre,233.0,4.0,6.0,4.0,-,acept,not furnished,0.0,14000.0,584.0,249.0,14830.0
7606,São Paulo,800.0,5.0,,6.0,-,acept,furnished,0.0,12000.0,459.0,181.0,12640.0
7607,Belo Horizonte,,5.0,4.0,3.0,15,acept,furnished,841.0,5000.0,531.0,67.0,6439.0
7608,São Paulo,120.0,4.0,4.0,2.0,5,acept,not furnished,2500.0,9500.0,116.0,121.0,12240.0
7609,Belo Horizonte,23.0,1.0,1.0,0.0,1,,furnished,200.0,900.0,25.0,12.0,1137.0
7610,Porto Alegre,27.0,1.0,1.0,0.0,9,acept,not furnished,200.0,750.0,13.0,11.0,974.0
7611,São Paulo,,2.0,2.0,1.0,-,not acept,not furnished,,1900.0,152.0,29.0,2854.0
7612,Belo Horizonte,,4.0,1.0,3.0,-,acept,not furnished,0.0,5900.0,180.0,97.0,6177.0
7613,São Paulo,,4.0,4.0,,,acept,not furnished,2851.0,5525.0,848.0,71.0,9295.0
7614,Rio de Janeiro,80.0,2.0,2.0,1.0,4,,not furnished,1000.0,3060.0,181.0,40.0,4281.0
7615,Campinas,20.0,1.0,1.0,0.0,1,not acept,not furnished,210.0,930.0,9.0,,1161.0
7616,Rio de Janeiro,140.0,3.0,3.0,0.0,4,acept,not furnished,1700.0,3800.0,359.0,49.0,5908.0
7617,Rio de Janeiro,160.0,3.0,1.0,0.0,3,not acept,not furnished,2450.0,4100.0,474.0,53.0,7077.0
7618,,,1.0,1.0,0.0,5,acept,not furnished,406.0,2700.0,59.0,35.0,3200.0
7619,Porto Alegre,,2.0,1.0,0.0,-,acept,not furnished,448.0,,84.0,17.0,1654.0
7620,Rio de Janeiro,100.0,3.0,2.0,0.0,8,not acept,,1600.0,5000.0,234.0,65.0,6899.0
7621,,73.0,1.0,2.0,,18,acept,not furnished,912.0,3300.0,185.0,,4439.0
7622,São Paulo,,1.0,1.0,2.0,11,not acept,furnished,517.0,3000.0,152.0,,3708.0
7623,Porto Alegre,30.0,1.0,1.0,0.0,5,,not furnished,,545.0,17.0,8.0,870.0
7624,Rio de Janeiro,180.0,4.0,3.0,1.0,8,not acept,furnished,2900.0,12850.0,1250.0,166.0,17170.0
7625,Porto Alegre,42.0,,1.0,,4,acept,not furnished,400.0,1200.0,33.0,18.0,1651.0
7626,Porto Alegre,60.0,,1.0,0.0,-,not acept,not furnished,0.0,1500.0,34.0,,1561.0
7627,São Paulo,20.0,1.0,,0.0,1,acept,furnished,602.0,1800.0,130.0,,2555.0
7628,São Paulo,42.0,1.0,1.0,1.0,,acept,not furnished,500.0,2200.0,100.0,28.0,2828.0
7629,Belo Horizonte,140.0,4.0,3.0,3.0,8,acept,not furnished,1805.0,3200.0,545.0,43.0,5593.0
7630,,320.0,4.0,4.0,5.0,-,acept,not furnished,0.0,15000.0,1750.0,226.0,16980.0
7631,Belo Horizonte,120.0,3.0,2.0,1.0,1,acept,not furnished,300.0,2100.0,149.0,28.0,2577.0
7632,São Paulo,65.0,2.0,2.0,1.0,,not acept,not furnished,120.0,1850.0,0.0,28.0,1998.0
7633,São Paulo,,3.0,4.0,,-,acept,not furnished,,,373.0,151.0,10520.0
7634,São Paulo,,2.0,1.0,0.0,1,acept,not furnished,199.0,1000.0,30.0,13.0,1242.0
7635,São Paulo,272.0,4.0,4.0,4.0,2,acept,not furnished,5600.0,,2250.0,165.0,21020.0
7636,,32.0,1.0,1.0,1.0,11,not acept,furnished,1680.0,2200.0,142.0,28.0,4050.0
7637,São Paulo,191.0,,3.0,4.0,1,acept,furnished,,15000.0,1299.0,191.0,
7638,São Paulo,288.0,4.0,5.0,4.0,2,acept,furnished,3600.0,4800.0,,61.0,9628.0
7639,Campinas,37.0,1.0,1.0,1.0,7,not acept,,415.0,825.0,33.0,11.0,1284.0
7640,Belo Horizonte,,2.0,2.0,2.0,4,acept,not furnished,343.0,2500.0,118.0,34.0,
7641,Rio de Janeiro,50.0,1.0,1.0,0.0,4,acept,not furnished,450.0,850.0,3.0,,1314.0
7642,São Paulo,53.0,2.0,1.0,1.0,11,acept,not furnished,831.0,2622.0,75.0,34.0,3562.0
7643,São Paulo,76.0,2.0,2.0,2.0,3,acept,furnished,,,,,5458.0
7644,São Paulo,158.0,3.0,3.0,2.0,1,acept,furnished,2063.0,10900.0,706.0,139.0,13810.0
7645,Belo Horizonte,659.0,5.0,,6.0,-,acept,not furnished,0.0,11000.0,913.0,181.0,12090.0
7646,,180.0,3.0,3.0,1.0,,not acept,not furnished,0.0,3000.0,117.0,46.0,3163.0
7647,São Paulo,42.0,1.0,1.0,1.0,7,acept,furnished,530.0,2900.0,35.0,37.0,3502.0
7648,Campinas,89.0,2.0,1.0,1.0,,acept,not furnished,750.0,880.0,127.0,12.0,1769.0
7649,Belo Horizonte,220.0,4.0,3.0,2.0,4,acept,not furnished,345.0,,,40.0,3594.0
7650,São Paulo,90.0,2.0,2.0,0.0,,acept,not furnished,0.0,1700.0,38.0,26.0,1764.0
7651,Rio de Janeiro,280.0,3.0,3.0,3.0,6,acept,not furnished,2500.0,4000.0,990.0,52.0,
7652,,40.0,1.0,1.0,0.0,-,acept,not furnished,0.0,600.0,30.0,10.0,640.0
7653,São Paulo,277.0,3.0,3.0,0.0,11,,not furnished,2332.0,8500.0,550.0,,11490.0
7654,,70.0,3.0,2.0,1.0,7,acept,,530.0,2300.0,111.0,34.0,2975.0
7655,Campinas,200.0,2.0,,1.0,-,acept,not furnished,0.0,1410.0,250.0,22.0,1682.0
7656,Campinas,74.0,,2.0,2.0,11,acept,furnished,477.0,1600.0,0.0,21.0,2098.0
7657,São Paulo,165.0,3.0,2.0,3.0,7,acept,not furnished,1874.0,3600.0,500.0,46.0,6020.0
7658,São Paulo,60.0,2.0,,1.0,10,acept,furnished,1938.0,,300.0,44.0,5682.0
7659,,85.0,2.0,1.0,0.0,9,acept,furnished,900.0,7000.0,365.0,91.0,8356.0
7660,Porto Alegre,56.0,2.0,1.0,,4,acept,not furnished,300.0,,32.0,10.0,979.0
7661,Rio de Janeiro,18.0,1.0,1.0,0.0,1,not acept,not furnished,0.0,900.0,0.0,,912.0
7662,São Paulo,175.0,3.0,5.0,1.0,-,acept,not furnished,0.0,5900.0,,89.0,6379.0
7663,Rio de Janeiro,60.0,,2.0,1.0,,not acept,not furnished,592.0,1250.0,0.0,17.0,1859.0
7664,São Paulo,220.0,4.0,2.0,3.0,-,acept,furnished,0.0,5200.0,705.0,79.0,
7665,São Paulo,132.0,3.0,3.0,2.0,1,,furnished,2084.0,2700.0,606.0,35.0,
7666,São Paulo,100.0,1.0,2.0,2.0,1,acept,furnished,2344.0,7000.0,757.0,89.0,10190.0
7667,,415.0,4.0,,,1,acept,,3900.0,9500.0,880.0,,14400.0
7668,Porto Alegre,300.0,3.0,5.0,,-,acept,not furnished,0.0,5500.0,360.0,98.0,5958.0
7669,São Paulo,130.0,,3.0,2.0,-,acept,not furnished,0.0,6000.0,84.0,91.0,6175.0
7670,São Paulo,300.0,4.0,4.0,,11,acept,not furnished,3000.0,7200.0,700.0,92.0,10990.0
7671,Campinas,165.0,3.0,2.0,1.0,1,acept,not furnished,1100.0,1800.0,294.0,23.0,3217.0
7672,Campinas,32.0,1.0,1.0,0.0,9,not acept,not furnished,300.0,600.0,4.0,8.0,
7673,,,3.0,1.0,1.0,,acept,not furnished,0.0,1530.0,110.0,26.0,1666.0
7674,São Paulo,890.0,5.0,6.0,8.0,-,not acept,not furnished,0.0,11000.0,9500.0,166.0,20670.0
7675,Porto Alegre,350.0,6.0,,2.0,-,not acept,not furnished,0.0,,334.0,72.0,4406.0
7676,,212.0,3.0,3.0,3.0,,acept,not furnished,4000.0,9000.0,1084.0,115.0,14200.0
7677,,61.0,2.0,1.0,1.0,,acept,not furnished,609.0,1140.0,0.0,15.0,1764.0
7678,Belo Horizonte,62.0,2.0,1.0,1.0,3,acept,,200.0,950.0,0.0,,1163.0
7679,São Paulo,884.0,5.0,7.0,6.0,8,acept,not furnished,9000.0,12750.0,5917.0,162.0,27830.0
7680,Campinas,44.0,2.0,1.0,1.0,2,acept,not furnished,244.0,1000.0,0.0,13.0,1257.0
7681,São Paulo,157.0,3.0,2.0,0.0,7,acept,not furnished,1325.0,4500.0,302.0,58.0,6185.0
7682,São Paulo,61.0,1.0,2.0,1.0,9,acept,furnished,866.0,5100.0,250.0,65.0,6281.0
7683,São Paulo,50.0,1.0,1.0,,1,acept,not furnished,50.0,750.0,25.0,10.0,835.0
7684,,45.0,1.0,1.0,1.0,-,not acept,not furnished,0.0,1500.0,80.0,,1603.0
7685,Campinas,36.0,1.0,1.0,0.0,5,acept,not furnished,290.0,700.0,10.0,9.0,1009.0
7686,Campinas,48.0,,1.0,1.0,3,acept,,183.0,1190.0,0.0,16.0,1389.0
7687,São Paulo,216.0,4.0,3.0,0.0,17,acept,furnished,2250.0,8000.0,609.0,102.0,10960.0
7688,São Paulo,485.0,4.0,7.0,7.0,-,,not furnished,0.0,,1032.0,164.0,12100.0
7689,São Paulo,110.0,2.0,2.0,,12,acept,not furnished,1971.0,3800.0,480.0,,
7690,São Paulo,58.0,2.0,1.0,0.0,4,not acept,not furnished,968.0,2400.0,10.0,31.0,3409.0
7691,Rio de Janeiro,40.0,1.0,1.0,0.0,3,acept,not furnished,,1480.0,9.0,20.0,1989.0
7692,Porto Alegre,30.0,1.0,1.0,1.0,3,acept,not furnished,200.0,1110.0,0.0,17.0,1327.0
7693,Belo Horizonte,44.0,1.0,1.0,1.0,15,acept,not furnished,550.0,3400.0,222.0,46.0,4218.0
7694,São Paulo,30.0,1.0,1.0,0.0,,not acept,not furnished,350.0,550.0,70.0,7.0,977.0
7695,São Paulo,,3.0,2.0,1.0,6,acept,not furnished,3040.0,6800.0,56.0,87.0,9983.0
7696,São Paulo,32.0,1.0,1.0,1.0,13,acept,furnished,500.0,2744.0,0.0,35.0,3279.0
7697,Porto Alegre,79.0,3.0,2.0,2.0,6,acept,furnished,550.0,2300.0,50.0,34.0,2934.0
7698,São Paulo,90.0,3.0,3.0,2.0,12,not acept,not furnished,897.0,3500.0,0.0,45.0,4442.0
7699,Porto Alegre,61.0,,1.0,0.0,1,acept,not furnished,470.0,1200.0,22.0,18.0,1710.0
7700,São Paulo,65.0,2.0,1.0,1.0,1,acept,not furnished,950.0,1950.0,213.0,25.0,3138.0
7701,São Paulo,,2.0,2.0,0.0,1,acept,,909.0,5500.0,299.0,70.0,6778.0
7702,Rio de Janeiro,84.0,3.0,1.0,1.0,1,acept,not furnished,600.0,1550.0,57.0,,2227.0
7703,São Paulo,60.0,2.0,1.0,1.0,6,acept,not furnished,760.0,1790.0,70.0,,2643.0
7704,São Paulo,40.0,1.0,1.0,1.0,14,not acept,furnished,470.0,3990.0,90.0,51.0,4601.0
7705,São Paulo,254.0,3.0,3.0,3.0,11,acept,furnished,,,1692.0,162.0,18860.0
7706,São Paulo,50.0,1.0,1.0,0.0,-,not acept,not furnished,0.0,1250.0,34.0,,1303.0
7707,Belo Horizonte,400.0,4.0,4.0,4.0,-,acept,not furnished,0.0,4900.0,320.0,81.0,5301.0
7708,São Paulo,35.0,2.0,1.0,0.0,1,acept,not furnished,,1290.0,0.0,17.0,1497.0
7709,Rio de Janeiro,,3.0,2.0,1.0,4,acept,not furnished,571.0,1800.0,65.0,24.0,2460.0
7710,,470.0,4.0,4.0,,19,acept,not furnished,6900.0,6741.0,0.0,86.0,13730.0
7711,São Paulo,40.0,2.0,,1.0,2,acept,not furnished,0.0,1300.0,30.0,17.0,
7712,Belo Horizonte,200.0,3.0,1.0,2.0,-,acept,not furnished,0.0,,117.0,,1774.0
7713,Rio de Janeiro,,2.0,1.0,1.0,4,acept,not furnished,677.0,1100.0,,15.0,1851.0
7714,São Paulo,97.0,2.0,2.0,0.0,27,not acept,furnished,1100.0,10200.0,0.0,,11430.0
7715,São Paulo,,3.0,2.0,2.0,,acept,not furnished,1300.0,,250.0,61.0,
7716,São Paulo,300.0,3.0,2.0,2.0,-,acept,not furnished,0.0,3210.0,1417.0,49.0,4676.0
7717,São Paulo,60.0,1.0,,0.0,,acept,furnished,0.0,,400.0,62.0,4562.0
7718,São Paulo,20.0,1.0,1.0,0.0,-,acept,furnished,602.0,1800.0,,23.0,2555.0
7719,São Paulo,,2.0,1.0,,8,not acept,,735.0,1345.0,35.0,18.0,2133.0
7720,São Paulo,400.0,3.0,4.0,4.0,-,acept,furnished,0.0,15000.0,0.0,,15230.0
7721,São Paulo,100.0,3.0,3.0,2.0,-,acept,not furnished,900.0,4100.0,100.0,62.0,
7722,São Paulo,182.0,3.0,2.0,3.0,12,acept,not furnished,2307.0,12000.0,786.0,153.0,15250.0
7723,São Paulo,50.0,2.0,1.0,2.0,,not acept,not furnished,640.0,2200.0,93.0,28.0,2961.0
7724,,50.0,2.0,2.0,1.0,3,not acept,not furnished,840.0,3700.0,142.0,47.0,4729.0
7725,São Paulo,84.0,1.0,2.0,1.0,14,acept,not furnished,1200.0,3353.0,,25.0,
7726,São Paulo,167.0,3.0,3.0,2.0,-,acept,not furnished,0.0,3700.0,311.0,,4067.0
7727,Belo Horizonte,60.0,2.0,,0.0,-,,,,1150.0,50.0,,1219.0
7728,,220.0,3.0,1.0,4.0,-,not acept,,0.0,2800.0,334.0,43.0,3177.0
7729,,67.0,2.0,1.0,0.0,3,acept,not furnished,,1050.0,31.0,14.0,1325.0
7730,Rio de Janeiro,78.0,,1.0,1.0,8,acept,not furnished,999.0,1275.0,125.0,17.0,
7731,Rio de Janeiro,63.0,2.0,2.0,0.0,2,acept,,,1200.0,51.0,16.0,2281.0
7732,Rio de Janeiro,45.0,1.0,1.0,0.0,4,not acept,furnished,603.0,2000.0,96.0,26.0,2725.0
7733,Campinas,,3.0,2.0,3.0,,acept,furnished,1400.0,2500.0,251.0,32.0,4183.0
7734,Belo Horizonte,90.0,2.0,2.0,0.0,7,,not furnished,336.0,1250.0,55.0,17.0,1658.0
7735,Belo Horizonte,54.0,2.0,1.0,1.0,4,acept,not furnished,197.0,1280.0,57.0,18.0,1552.0
7736,São Paulo,40.0,1.0,1.0,0.0,-,not acept,not furnished,0.0,1094.0,0.0,17.0,1111.0
7737,,160.0,2.0,3.0,1.0,14,acept,not furnished,1486.0,1800.0,323.0,24.0,3633.0
7738,Rio de Janeiro,230.0,3.0,3.0,2.0,3,acept,not furnished,2100.0,9000.0,1000.0,116.0,12220.0
7739,São Paulo,22.0,1.0,1.0,0.0,25,acept,not furnished,,2200.0,55.0,28.0,
7740,São Paulo,105.0,3.0,2.0,3.0,4,acept,not furnished,1100.0,2530.0,428.0,33.0,4091.0
7741,São Paulo,63.0,2.0,1.0,2.0,12,acept,,1200.0,5500.0,220.0,70.0,6990.0
7742,São Paulo,700.0,5.0,,8.0,-,acept,furnished,0.0,6000.0,1800.0,91.0,7891.0
7743,Campinas,80.0,2.0,1.0,,3,acept,not furnished,418.0,,0.0,13.0,1431.0
7744,São Paulo,50.0,1.0,1.0,0.0,-,acept,not furnished,0.0,1600.0,0.0,25.0,1625.0
7745,São Paulo,234.0,,3.0,3.0,,acept,not furnished,2688.0,1920.0,423.0,25.0,5056.0
7746,,30.0,1.0,1.0,1.0,,not acept,furnished,1600.0,2900.0,180.0,37.0,4717.0
7747,São Paulo,62.0,,1.0,1.0,7,acept,not furnished,450.0,1800.0,125.0,23.0,2398.0
7748,São Paulo,350.0,3.0,3.0,3.0,-,acept,not furnished,,30000.0,560.0,451.0,31010.0
